,pfx_x,pfx_z,launch_speed,release_speed,release_spin_rate,total_movement,strikeout,hbp_bb,home_run,pitch_type_CH,pitch_type_CS,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FO,pitch_type_FS,pitch_type_KC,pitch_type_KN,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV
10479,0.6566,1.4147,83.2,95.6,2219.37,1.5596472838433697,0.026058631921824105,0.03908794788273615,0.006514657980456026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10480,1.0547058823529412,1.2523529411764704,80.9,92.9,2077.176470588235,1.637312550352941,0.02197802197802198,0.04395604395604396,0.02197802197802198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10481,0.5748888888888889,1.3748888888888888,81.4,93.7,2591.5777777777776,1.4902404810492917,0.072,0.04,0.008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10482,0.774516129032258,0.7280645161290322,80.2,94.1,2558.064516129032,1.0629925558428504,0.03225806451612903,0.04032258064516129,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10484,0.35125,1.3129166666666667,80.1,91.3,2138.7083333333335,1.3590904076297174,0.025974025974025976,0.03896103896103896,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10485,0.9045959595959596,1.4946969696969696,81.6,92.1,2337.080808080808,1.7471155890033834,0.050445103857566766,0.02274975272007913,0.008902077151335312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10486,0.6372,1.5519999999999998,77.6,88.4,2184.58,1.677715065200286,0.06837606837606838,0.03418803418803419,0.03418803418803419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10487,0.8978294573643412,1.3312403100775192,83.7,97.3,2346.2093023255816,1.6057080985305008,0.05198776758409786,0.021406727828746176,0.01834862385321101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10488,0.8817301038062284,1.1408996539792389,84.0,98.1,2242.128027681661,1.4419084563203342,0.06500691562932227,0.015214384508990318,0.011065006915629323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10490,0.5701941747572815,1.345242718446602,84.7,90.7,2182.9126213592235,1.4610952633078862,0.06614785992217899,0.019455252918287938,0.01556420233463035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10491,0.35213483146067415,1.5835955056179776,82.1,93.3,2214.5955056179773,1.6222742261841232,0.03463203463203463,0.05194805194805195,0.008658008658008658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10492,0.6404432132963989,1.3925484764542935,83.2,91.5,2111.371191135734,1.5327618108279546,0.06639004149377593,0.01970954356846473,0.015560165975103735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10493,0.5731468531468531,1.2814685314685315,87.4,92.6,1981.0349650349651,1.4038015929668461,0.03825136612021858,0.03278688524590164,0.02185792349726776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10496,0.5811428571428572,0.9209999999999999,84.8,94.3,2102.9,1.089021588586821,0.024752475247524754,0.04207920792079208,0.007425742574257425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10499,0.8760975609756098,1.2902439024390244,81.1,91.3,2277.439024390244,1.5595756679714181,0.04201680672268908,0.025210084033613446,0.008403361344537815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10500,0.6592035398230088,1.3799115044247787,82.0,94.3,2272.663716814159,1.5292825333989273,0.0443213296398892,0.01662049861495845,0.01662049861495845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10502,0.5009302325581396,1.4587596899224806,82.1,91.9,2112.8992248062013,1.5423718523214445,0.027700831024930747,0.038781163434903045,0.024930747922437674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10503,0.5721428571428571,1.4917142857142858,83.8,92.6,2135.8,1.5976729825542126,0.038461538461538464,0.02197802197802198,0.005494505494505495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10504,0.4848081841432225,1.44613810741688,82.4,94.6,2045.0485933503837,1.5252391291648415,0.04468802698145025,0.023608768971332208,0.00505902192242833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10505,0.37636363636363634,1.5351515151515152,87.3,93.0,2109.242424242424,1.5806137292991138,0.0,0.024390243902439025,0.036585365853658534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10506,0.01818181818181818,1.1054545454545455,87.1,93.4,2531.2727272727275,1.1056040568750245,0.041379310344827586,0.027586206896551724,0.027586206896551724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10508,0.7552762430939227,1.5124585635359116,81.0,90.7,2287.914364640884,1.6905540836646378,0.0562685093780849,0.023692003948667325,0.011846001974333662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10509,0.587089552238806,1.4300746268656717,85.9,92.1,2338.9253731343283,1.5458937805531632,0.06793478260869565,0.021739130434782608,0.01358695652173913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10511,0.4529166666666667,1.6195833333333332,83.9,92.0,2128.4375,1.6817204525590914,0.034013605442176874,0.04081632653061224,0.013605442176870748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10512,0.866551724137931,1.328103448275862,85.8,91.2,2136.948275862069,1.5858028439653702,0.014218009478672985,0.037914691943127965,0.018957345971563982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10513,0.2955,1.3381666666666667,81.1,93.9,2454.1583333333333,1.3704051509600284,0.06923076923076923,0.02564102564102564,0.005128205128205128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10518,0.8815217391304347,1.3106521739130435,81.8,93.9,2245.413043478261,1.579521983874404,0.07692307692307693,0.046153846153846156,0.015384615384615385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10519,0.9493203883495146,1.3004854368932037,82.3,94.1,2104.73786407767,1.6101153906808605,0.0684931506849315,0.023972602739726026,0.0136986301369863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10520,0.7030434782608695,1.6768695652173913,82.7,92.7,2350.2521739130434,1.818285365688649,0.03793103448275862,0.034482758620689655,0.0034482758620689655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10521,0.7965753424657535,0.8243150684931506,84.0,97.6,2732.5,1.1463104328101092,0.06349206349206349,0.045351473922902494,0.0045351473922902496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10522,0.45692307692307693,1.5942857142857145,82.0,94.5,2256.4175824175823,1.6584708731239037,0.04830917874396135,0.028985507246376812,0.00966183574879227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10523,0.45080882352941176,1.1678676470588236,87.2,95.3,2300.6176470588234,1.2518559966780067,0.029411764705882353,0.031862745098039214,0.004901960784313725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10524,0.21353982300884955,1.5423893805309734,83.2,94.8,2397.1592920353983,1.557101235368263,0.045180722891566265,0.018072289156626505,0.009036144578313253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10525,0.9109677419354838,1.456193548387097,83.7,95.7,2269.993548387097,1.7176617470303164,0.07249466950959488,0.03837953091684435,0.014925373134328358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10526,0.6742857142857143,1.2292857142857143,82.7,92.9,2363.5476190476193,1.4020715359198812,0.06779661016949153,0.05084745762711865,0.005649717514124294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10528,0.386390977443609,1.372406015037594,89.0,93.3,2305.3834586466164,1.425761641215388,0.05105105105105105,0.024024024024024024,0.006006006006006006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10529,0.4760714285714286,1.3628571428571428,90.3,95.5,1980.4285714285713,1.443614767498163,0.04285714285714286,0.014285714285714285,0.02857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10530,0.6410795454545455,1.2073863636363635,81.2,93.3,2173.7727272727275,1.367027730038878,0.11764705882352941,0.0196078431372549,0.004357298474945534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10531,0.8297652582159625,1.688169014084507,85.0,93.9,2791.694835680751,1.8810701751548928,0.06815020862308763,0.031988873435326845,0.009735744089012517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10532,0.2574285714285714,1.5054285714285713,89.0,93.8,2101.9714285714285,1.5272801488467085,0.02912621359223301,0.038834951456310676,0.009708737864077669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10533,0.8236,1.5188,85.0,97.2,2416.22,1.7277356279245966,0.07194244604316546,0.02158273381294964,0.02158273381294964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10535,0.4868571428571428,1.4208571428571428,83.8,94.9,2506.8285714285716,1.5019536936800628,0.05982905982905983,0.05982905982905983,0.017094017094017096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10536,0.7601369863013698,1.360228310502283,82.1,96.8,2282.2328767123286,1.5582134945620334,0.07985480943738657,0.019963702359346643,0.0054446460980036296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10537,0.35934210526315785,1.5557894736842104,84.2,92.9,2276.407894736842,1.5967490833069393,0.05106382978723404,0.05106382978723404,0.01702127659574468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10541,0.6522368421052631,1.5977631578947369,82.6,91.4,2300.1710526315787,1.725763601112623,0.037383177570093455,0.0514018691588785,0.004672897196261682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10542,1.1308064516129033,1.335,80.7,92.5,2357.6774193548385,1.7495565812540517,0.0639269406392694,0.0547945205479452,0.0091324200913242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10543,0.8281338028169014,1.1996478873239436,82.6,94.2,2238.830985915493,1.4577244763427635,0.04352941176470588,0.021176470588235293,0.011764705882352941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10545,0.2596428571428572,1.5264285714285715,84.6,91.4,2098.535714285714,1.5483535116176719,0.031496062992125984,0.015748031496062992,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10547,0.3183695652173913,1.361141304347826,84.6,93.9,2346.4728260869565,1.3978786894642938,0.07393715341959335,0.02033271719038817,0.011090573012939002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10548,0.4770370370370371,1.265185185185185,81.2,92.7,2600.5555555555557,1.3521308692272158,0.011764705882352941,0.058823529411764705,0.011764705882352941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10549,0.7986705202312138,1.5380346820809248,84.3,92.8,2338.0867052023123,1.733039319568419,0.0852994555353902,0.02722323049001815,0.009074410163339383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10550,0.43224999999999997,1.2311666666666667,82.4,93.8,2411.65,1.3048415319919546,0.04398826979472141,0.0469208211143695,0.002932551319648094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10558,0.8740853658536585,1.4096951219512195,81.9,92.3,2405.75,1.6586939330848798,0.06666666666666667,0.03636363636363636,0.010101010101010102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10559,0.5127439024390245,1.3969512195121951,83.5,93.6,2388.109756097561,1.4880789694048528,0.1056782334384858,0.026813880126182965,0.007886435331230283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10560,0.8878629032258064,1.2486693548387098,82.8,92.0,2321.2540322580644,1.532147412176086,0.039473684210526314,0.03289473684210526,0.006578947368421052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10561,0.75,1.182391304347826,81.8,93.6,2188.6847826086955,1.4001961279039996,0.07017543859649122,0.03508771929824561,0.010526315789473684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10562,0.7229310344827586,1.3541379310344828,82.6,94.0,2125.183908045977,1.5350305589416327,0.06567796610169492,0.029661016949152543,0.00847457627118644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10563,0.5683783783783785,1.3236486486486487,83.7,95.3,2136.891891891892,1.4405206440997051,0.0335195530726257,0.01675977653631285,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10564,0.9236046511627908,1.0710465116279069,83.9,90.9,2099.3488372093025,1.4142793860195546,0.03317535545023697,0.02843601895734597,0.004739336492890996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10565,0.8096491228070175,1.4366666666666668,82.2,92.9,2262.3684210526317,1.6491036393063003,0.0975609756097561,0.012195121951219513,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10567,0.783943661971831,1.1888732394366197,82.6,96.8,2239.7089201877934,1.4240741710298401,0.05167173252279635,0.04559270516717325,0.00303951367781155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10568,1.451219512195122,0.5436585365853658,82.8,92.6,2235.3414634146343,1.5497105139276783,0.06557377049180328,0.04918032786885246,0.00819672131147541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10569,0.8982550335570471,1.3971812080536914,83.5,96.0,2301.6040268456377,1.6610169877063101,0.05,0.022727272727272728,0.00909090909090909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10570,0.7158031088082902,1.400777202072539,83.8,94.5,2108.6943005181347,1.5730705198514732,0.03363914373088685,0.05045871559633028,0.00764525993883792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10572,0.7538364779874214,1.3276100628930818,84.4,92.9,2189.85534591195,1.5267016455874582,0.025540275049115914,0.01768172888015717,0.011787819253438114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10573,0.5098351648351649,1.264532967032967,81.2,91.1,2064.673076923077,1.363442525380406,0.0472027972027972,0.03671328671328671,0.005244755244755245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10574,0.8135714285714286,1.4848214285714287,85.0,90.6,2229.1071428571427,1.6931016343187002,0.03821656050955414,0.05732484076433121,0.01910828025477707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10575,0.2597485493230174,1.498046421663443,84.2,95.5,2470.3268858800775,1.5203987603040388,0.054616384915474644,0.029258777633289986,0.007802340702210663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10576,0.9953703703703703,0.9298148148148149,86.0,94.4,2306.3518518518517,1.3621004970487152,0.0070921985815602835,0.02127659574468085,0.014184397163120567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10577,0.7185106382978723,1.2640780141843972,82.7,90.3,2318.386524822695,1.4540119543152268,0.048484848484848485,0.024242424242424242,0.012121212121212121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10578,0.43025125628140704,1.6103015075376883,81.9,90.9,2495.834170854271,1.666789455423174,0.05244122965641953,0.0379746835443038,0.0108499095840868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10579,0.5802941176470588,1.191764705882353,87.3,95.7,2580.8529411764707,1.3255355058098708,0.04395604395604396,0.054945054945054944,0.03296703296703297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10581,0.13239583333333335,1.3034375,84.6,94.6,1993.1145833333333,1.3101442565955392,0.04516129032258064,0.05806451612903226,0.00967741935483871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10582,0.6029333333333333,1.5326666666666666,85.2,93.2,2211.6666666666665,1.6469959670732515,0.03977272727272727,0.045454545454545456,0.017045454545454544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10585,0.8616363636363636,1.288909090909091,87.2,96.7,2255.9636363636364,1.550388295804827,0.053763440860215055,0.053763440860215055,0.010752688172043012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10586,0.6255913978494624,1.5154838709677418,82.5,97.6,2281.069892473118,1.63952918858635,0.08672566371681416,0.047787610619469026,0.0035398230088495575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10589,0.4414,1.4794,84.5,92.9,2504.33,1.5438453031311135,0.046218487394957986,0.01680672268907563,0.01680672268907563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10590,0.7809803921568627,1.559281045751634,84.6,93.5,2258.0653594771243,1.7439288266938522,0.03982300884955752,0.04424778761061947,0.015486725663716814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10593,0.6021774193548387,1.2432258064516128,84.4,93.4,2258.935483870968,1.3813862784203832,0.042492917847025496,0.025495750708215296,0.0169971671388102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10594,0.4537333333333333,1.0588,81.4,90.8,2272.306666666667,1.15192507472395,0.041176470588235294,0.01764705882352941,0.011764705882352941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10596,0.45645833333333335,0.9804166666666667,83.3,90.5,2064.1875,1.0814670824150046,0.018633540372670808,0.049689440993788817,0.006211180124223602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10598,0.9574796747967479,1.0539024390243903,79.3,97.2,2320.9634146341464,1.4238952484752678,0.05543237250554324,0.02106430155210643,0.005543237250554324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10599,0.221,1.0356,82.4,94.7,2493.05,1.0589184860035261,0.04887218045112782,0.02631578947368421,0.007518796992481203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10600,0.06614035087719299,1.3849122807017544,81.2,94.6,2315.245614035088,1.3864907396923694,0.05421686746987952,0.030120481927710843,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10601,0.36641366223908917,1.5485578747628084,83.9,96.7,2532.7419354838707,1.5913172101643869,0.05124653739612189,0.036703601108033244,0.009695290858725761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10602,0.5420987654320988,1.2155555555555555,85.8,94.0,2218.6543209876545,1.3309569414992286,0.03755868544600939,0.03755868544600939,0.018779342723004695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10603,0.38475000000000004,1.19025,86.1,92.6,2240.575,1.250890732638147,0.034782608695652174,0.02608695652173913,0.008695652173913044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10604,0.7322429906542055,1.3365420560747663,83.6,92.0,2147.3831775700933,1.5239830921039703,0.040145985401459854,0.032846715328467155,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10605,0.3464331210191083,1.4907006369426752,82.6,98.3,2384.732484076433,1.5304261812711968,0.04643449419568822,0.04809286898839138,0.009950248756218905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10609,1.0385074626865671,0.337089552238806,79.9,87.0,2196.0597014925374,1.0918457383184907,0.09444444444444444,0.025,0.002777777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10610,0.9329166666666667,0.8995833333333333,80.5,89.8,2391.125,1.2959875310185494,0.116,0.036,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10611,0.8804487179487179,1.2362179487179488,80.4,96.8,2416.474358974359,1.5177037792896062,0.0847457627118644,0.05084745762711865,0.006355932203389831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10612,0.2796987951807229,1.4478915662650602,83.8,91.4,2338.524096385542,1.4746597586179115,0.030612244897959183,0.02040816326530612,0.0163265306122449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10613,0.48662037037037037,1.4388888888888889,84.2,95.3,2194.009259259259,1.5189472075840218,0.04424778761061947,0.017699115044247787,0.008849557522123894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10615,1.2836,0.484,84.5,85.7,1959.56,1.3718181220555443,0.03488372093023256,0.046511627906976744,0.023255813953488372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10616,0.6260810810810811,1.152972972972973,85.2,95.9,2320.9054054054054,1.3119924529103784,0.019230769230769232,0.028846153846153848,0.019230769230769232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10617,0.516904761904762,1.588809523809524,79.0,88.9,2249.5714285714284,1.6707801279126062,0.04672897196261682,0.028037383177570093,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10618,0.9027777777777778,1.4177777777777778,80.3,93.1,2093.722222222222,1.680803838408836,0.04225352112676056,0.028169014084507043,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10619,0.598125,1.33875,88.8,95.4,2044.59375,1.4662895614867482,0.06896551724137931,0.034482758620689655,0.022988505747126436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10620,0.5733333333333334,1.4485185185185185,84.2,93.8,2284.1481481481483,1.5578565433319576,0.045454545454545456,0.022727272727272728,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10621,1.0021561338289962,1.4810780669144983,84.5,97.7,2450.407063197026,1.7882698780850355,0.07506527415143603,0.013054830287206266,0.010443864229765013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10623,0.1860526315789474,1.513421052631579,84.9,93.9,2103.815789473684,1.524814370428718,0.02654867256637168,0.05604719764011799,0.0058997050147492625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10624,1.194179104477612,1.1725373134328358,81.4,95.8,2355.3283582089553,1.6735911940982613,0.05,0.03125,0.0125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10626,0.8119999999999999,1.256,82.4,98.3,2262.688888888889,1.4956202726628174,0.1836734693877551,0.02040816326530612,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10627,0.6950724637681159,1.24231884057971,83.6,92.4,2149.822463768116,1.4235455143928466,0.02702702702702703,0.02702702702702703,0.010296010296010296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10628,0.44,1.5403433476394848,81.1,90.8,2209.8283261802576,1.6019543153964206,0.08579881656804733,0.019230769230769232,0.0073964497041420114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10629,0.6115384615384615,1.6742857142857144,80.3,93.4,2302.3076923076924,1.7824735462278405,0.02766798418972332,0.043478260869565216,0.007905138339920948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10630,0.39333333333333337,1.2530000000000001,85.6,90.5,2236.35,1.3132859974549,0.045112781954887216,0.015037593984962405,0.015037593984962405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10634,0.5192105263157895,1.1626315789473685,81.1,92.6,2345.9473684210525,1.2732995558794364,0.017241379310344827,0.09195402298850575,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10635,0.5907142857142856,1.1167857142857143,85.7,89.9,2149.0178571428573,1.2633897652662822,0.03314917127071823,0.03314917127071823,0.016574585635359115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10636,0.3576288659793814,1.4516494845360826,84.7,96.7,2326.907216494845,1.4950533875870695,0.03189792663476874,0.03349282296650718,0.003189792663476874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10638,0.2683246073298429,1.3701047120418848,84.7,93.8,2400.434554973822,1.3961321631056605,0.04155844155844156,0.04285714285714286,0.011688311688311689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10640,0.9679116465863453,1.2851004016064258,80.5,91.8,2239.746987951807,1.608830630553287,0.0771513353115727,0.02225519287833828,0.002967359050445104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10641,0.5162878787878789,1.418939393939394,85.5,95.0,2276.007575757576,1.5099477399752557,0.06793478260869565,0.029891304347826088,0.002717391304347826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10642,0.5440718562874252,1.5734730538922155,82.4,94.6,2507.988023952096,1.6648818685206885,0.08986928104575163,0.014705882352941176,0.013071895424836602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10643,0.19483870967741937,1.382258064516129,86.0,93.2,2024.6451612903227,1.3959224475982315,0.03488372093023256,0.029069767441860465,0.011627906976744186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10644,0.7551162790697674,1.1845348837209302,82.9,93.5,2153.8372093023254,1.404750328587941,0.08064516129032258,0.04032258064516129,0.012096774193548387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10645,0.261900826446281,1.4459504132231407,81.8,92.8,2393.2727272727275,1.4694776760445927,0.02857142857142857,0.022222222222222223,0.012698412698412698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10646,0.6525396825396825,1.4880952380952381,82.4,91.4,2186.714285714286,1.6248801417122165,0.03626943005181347,0.031088082901554404,0.0051813471502590676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10647,0.22517441860465118,1.5438372093023256,85.5,92.8,2434.5406976744184,1.5601720570566362,0.04176334106728538,0.02088167053364269,0.02320185614849188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10649,1.0914659685863874,1.1094240837696336,81.5,94.8,2183.104712041885,1.5563160855784766,0.06432748538011696,0.03313840155945419,0.01364522417153996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10650,0.8090243902439025,1.3619918699186992,82.9,94.1,2258.317073170732,1.584153501948013,0.03418803418803419,0.018518518518518517,0.005698005698005698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10652,0.6670689655172414,1.3925862068965515,83.4,92.9,2081.6206896551726,1.544110536326583,0.005847953216374269,0.023391812865497075,0.017543859649122806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10653,0.8707619047619048,1.3633333333333333,83.3,92.0,2199.8380952380953,1.6176847877637839,0.08974358974358974,0.022435897435897436,0.019230769230769232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10658,1.1802645502645501,1.113915343915344,83.4,95.4,2218.121693121693,1.6229084391983486,0.0703125,0.0375,0.0125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10659,0.06827272727272728,1.4238181818181819,85.0,93.7,2243.5272727272727,1.4254540961270163,0.05642633228840126,0.03761755485893417,0.012539184952978056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10664,0.3083687943262411,1.6663475177304965,82.1,93.2,2263.191489361702,1.6946401869307852,0.06125356125356125,0.02849002849002849,0.009971509971509971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10667,0.4557763975155279,1.333416149068323,82.3,92.4,2269.751552795031,1.4091595903688228,0.050314465408805034,0.03563941299790356,0.006289308176100629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10668,0.4341573033707865,1.5844382022471908,81.7,93.6,2274.2303370786517,1.642844174232755,0.07203389830508475,0.036016949152542374,0.006355932203389831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10669,0.6823214285714286,1.2575,87.9,91.4,2106.1071428571427,1.430688219664842,0.02666666666666667,0.05333333333333334,0.006666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10670,0.7961146496815287,1.5560509554140127,83.5,93.8,2362.0,1.7478824649507771,0.028888888888888888,0.057777777777777775,0.011111111111111112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10672,0.6262962962962964,1.4681481481481482,78.9,91.4,2223.4074074074074,1.5961535125624022,0.06542056074766354,0.04672897196261682,0.018691588785046728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10673,1.2508490566037735,0.9522641509433962,82.9,98.7,2287.801886792453,1.5720783617805116,0.05819295558958652,0.030627871362940276,0.004594180704441042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10675,1.0517821782178218,1.2396039603960396,83.7,94.5,2174.158415841584,1.625688693768328,0.060126582278481014,0.0379746835443038,0.012658227848101266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10676,0.7088541666666667,1.1853125,83.4,95.6,1997.375,1.3811009927796536,0.0436241610738255,0.040268456375838924,0.010067114093959731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10678,0.12333333333333334,1.2807407407407407,87.2,94.2,2594.925925925926,1.2866654406271478,0.06097560975609756,0.024390243902439025,0.024390243902439025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
