,pfx_x,pfx_z,launch_speed,release_speed,release_spin_rate,total_movement,strikeout,hbp_bb,home_run,pitch_type_CH,pitch_type_CS,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FO,pitch_type_FS,pitch_type_KC,pitch_type_KN,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV
791,1.026849315068493,0.846986301369863,84.5,80.5,2626.095890410959,1.3310917739077324,0.06614785992217899,0.0038910505836575876,0.019455252918287938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
794,1.0358823529411765,1.1688235294117648,84.9,76.9,2622.1176470588234,1.5617940619817718,0.0898876404494382,0.06741573033707865,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
795,1.0783333333333334,1.1314285714285715,80.8,76.0,2798.190476190476,1.562988608411039,0.09047619047619047,0.01904761904761905,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
798,0.7738235294117647,1.4941176470588236,84.0,72.7,2458.264705882353,1.6826141559858205,0.10738255033557047,0.006711409395973154,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799,0.5769565217391304,0.5795652173913044,80.0,76.6,2025.1739130434783,0.8177864447318416,0.034482758620689655,0.011494252873563218,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
800,0.7730487804878049,1.2405487804878048,82.4,78.6,2621.268292682927,1.4616995908131951,0.07395498392282958,0.00482315112540193,0.006430868167202572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
801,0.599102564102564,1.1141025641025641,84.2,75.3,2471.474358974359,1.2649697251927317,0.031141868512110725,0.01730103806228374,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
802,0.48736842105263156,0.5510526315789473,83.0,80.1,2340.6315789473683,0.735654117510001,0.07692307692307693,0.0,0.02564102564102564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
808,0.9101851851851852,0.846111111111111,85.4,79.8,2703.8518518518517,1.2427152061821198,0.057291666666666664,0.03125,0.010416666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,0.17166666666666666,0.1525,83.2,80.4,2360.7083333333335,0.22962076222424757,0.12631578947368421,0.0,0.010526315789473684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,0.6082558139534884,0.6426744186046512,81.8,77.2,2278.5348837209303,0.8848760046114071,0.055288461538461536,0.009615384615384616,0.002403846153846154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
812,1.4853284671532847,0.9076642335766423,78.5,79.8,2933.3868613138684,1.7407053214861496,0.14702154626108999,0.026615969581749048,0.0063371356147021544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
817,0.567037037037037,0.76,85.3,84.2,2901.740740740741,0.9482251849490932,0.1111111111111111,0.007407407407407408,0.022222222222222223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
818,0.7689830508474575,1.4633898305084747,85.6,76.8,2699.7796610169494,1.6531317940582615,0.05597964376590331,0.005089058524173028,0.002544529262086514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
819,0.7373684210526316,1.1252631578947367,83.7,76.9,2027.5263157894738,1.3453361523726648,0.031007751937984496,0.007751937984496124,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
821,0.2239795918367347,0.4992857142857143,82.1,80.8,2231.0,0.5472230642518151,0.11372549019607843,0.00392156862745098,0.0058823529411764705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
823,0.6799999999999999,1.0642857142857143,86.5,73.0,2299.190476190476,1.2629742996722668,0.0423728813559322,0.025423728813559324,0.01694915254237288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
824,0.5361538461538461,0.8130769230769231,81.4,74.4,2498.230769230769,0.9739378982182585,0.0449438202247191,0.011235955056179775,0.011235955056179775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
827,1.6924137931034482,0.43482758620689654,79.4,74.4,2705.344827586207,1.7473807475227938,0.12903225806451613,0.012903225806451613,0.0064516129032258064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
828,0.47934782608695653,0.541304347826087,84.5,80.1,1857.3478260869565,0.7230385434744931,0.06557377049180328,0.01092896174863388,0.01092896174863388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
829,1.271111111111111,0.7477777777777779,77.2,69.8,2274.8888888888887,1.474752542540068,0.06299212598425197,0.03937007874015748,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
830,0.570625,0.85,83.0,77.1,2136.0625,1.023773847402345,0.058823529411764705,0.008403361344537815,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832,0.5808620689655172,0.8506896551724139,81.1,76.2,2303.948275862069,1.030084284211861,0.08273381294964029,0.017985611510791366,0.01079136690647482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,0.6981578947368421,1.4355263157894735,87.4,75.6,2851.2105263157896,1.5962957900425219,0.021897810218978103,0.029197080291970802,0.0072992700729927005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
836,0.926530612244898,0.26877551020408164,75.4,76.3,2187.1428571428573,0.9647275523754725,0.12972972972972974,0.005405405405405406,0.010810810810810811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
837,0.809047619047619,0.9319047619047619,78.5,76.0,2835.1428571428573,1.234100698949398,0.024390243902439025,0.0,0.032520325203252036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
839,1.2855670103092784,0.7745360824742268,82.6,74.9,2813.6907216494847,1.500862645630858,0.03879310344827586,0.010775862068965518,0.004310344827586207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
841,1.4175342465753424,1.0283561643835617,81.6,83.3,3233.4520547945203,1.7512623278765505,0.1,0.012121212121212121,0.006060606060606061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
842,0.37875,0.6579166666666666,83.8,82.8,2871.027777777778,0.7591481428402349,0.09278350515463918,0.005154639175257732,0.005154639175257732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
843,0.6889655172413793,0.5679310344827586,89.9,78.0,2606.689655172414,0.8928712918872114,0.016666666666666666,0.025,0.03333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
845,0.6202597402597403,0.8001948051948052,85.6,76.0,2166.116883116883,1.012439564442161,0.05890804597701149,0.005747126436781609,0.01293103448275862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
846,1.1547191011235955,0.15831460674157302,80.4,77.6,2765.6516853932585,1.1655212212600092,0.038560411311053984,0.02313624678663239,0.015424164524421594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,0.732,0.8215,82.7,78.6,2602.3,1.1003118876027833,0.042105263157894736,0.010526315789473684,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
855,0.7631999999999999,1.7204,87.0,80.4,3210.44,1.8820867142615931,0.10810810810810811,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856,1.1209302325581396,1.2096511627906976,80.5,74.8,2731.0697674418607,1.6491635825180386,0.09022556390977443,0.010025062656641603,0.010025062656641603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
857,0.5748936170212766,0.4157446808510638,80.8,80.9,2464.3829787234044,0.7094690342416357,0.09852216748768473,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
858,1.051090909090909,0.9518181818181819,84.5,75.7,2589.5272727272727,1.4180091503277485,0.045714285714285714,0.014285714285714285,0.005714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
860,1.3630909090909091,0.224,78.5,78.1,2775.7636363636366,1.3813735289364282,0.1118421052631579,0.009868421052631578,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
865,1.010576923076923,1.1153846153846154,82.3,74.4,2573.1346153846152,1.5051074904113353,0.07518796992481203,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,0.30272727272727273,0.5981818181818181,81.5,85.0,2359.090909090909,0.6704217249285693,0.1095890410958904,0.0136986301369863,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
870,1.253076923076923,1.07,82.4,78.6,2915.4102564102564,1.6477565885615293,0.09950248756218906,0.009950248756218905,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,0.627741935483871,0.5077419354838709,83.8,75.2,2080.6774193548385,0.8073795951186429,0.027777777777777776,0.013888888888888888,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
873,0.5136842105263157,0.2847368421052632,87.1,82.9,2546.0526315789475,0.5873214940695785,0.10679611650485436,0.038834951456310676,0.009708737864077669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
874,0.6314285714285715,1.2957142857142858,86.4,79.7,2601.7619047619046,1.441380432439822,0.0392156862745098,0.0,0.00980392156862745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
876,0.629,0.5085999999999999,82.3,78.5,2477.3,0.8088973729713801,0.026717557251908396,0.011450381679389313,0.007633587786259542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
880,0.7473333333333333,0.37,85.5,78.3,2241.9666666666667,0.8339107332989012,0.07534246575342465,0.0,0.00684931506849315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
884,1.163846153846154,0.5153846153846154,78.8,80.0,2838.6153846153848,1.2728547331088624,0.058823529411764705,0.011764705882352941,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885,0.9623308270676691,1.3337593984962406,83.5,75.1,2660.3909774436092,1.6446868254478715,0.08703703703703704,0.016666666666666666,0.007407407407407408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
886,0.36269841269841274,0.3288888888888889,84.1,81.0,2332.190476190476,0.48961008956976776,0.08070175438596491,0.014035087719298246,0.010526315789473684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
887,0.9609876543209876,1.027530864197531,86.3,78.4,2294.9753086419755,1.4068819952774572,0.05211726384364821,0.006514657980456026,0.013029315960912053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888,1.092258064516129,0.7254838709677419,84.1,80.2,2690.7096774193546,1.311241597317161,0.044642857142857144,0.008928571428571428,0.008928571428571428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
890,0.7633333333333334,0.5,85.0,77.5,2033.2380952380952,0.9125117959663743,0.008130081300813009,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
892,0.5107058823529412,0.9676470588235294,80.2,81.0,2485.8,1.0941486776118332,0.16225749559082892,0.003527336860670194,0.001763668430335097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
893,0.89875,1.5225,85.7,70.8,2702.375,1.767981281716523,0.02702702702702703,0.013513513513513514,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
897,1.3944444444444446,1.2000000000000002,78.5,75.9,3180.5,1.839694351962297,0.08333333333333333,0.010416666666666666,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899,1.4123529411764704,0.22823529411764706,78.1,78.6,2744.235294117647,1.4306754278769156,0.09859154929577464,0.014084507042253521,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
900,1.1652941176470588,0.49764705882352944,78.1,78.1,2775.205882352941,1.2671081152682067,0.016260162601626018,0.008130081300813009,0.008130081300813009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
902,1.0655223880597016,0.7408955223880597,81.7,81.4,2712.0298507462685,1.2977920228415356,0.11518324607329843,0.015706806282722512,0.005235602094240838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
903,1.288,0.9420000000000001,85.3,78.1,3127.7733333333335,1.5957155134923018,0.06571428571428571,0.014285714285714285,0.008571428571428572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906,0.9547826086956522,0.8595652173913043,83.3,79.5,2682.782608695652,1.2847031535793143,0.07258064516129033,0.016129032258064516,0.024193548387096774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
907,0.7002631578947368,0.3981578947368421,77.8,74.0,2205.4736842105262,0.8055421773228161,0.023121387283236993,0.005780346820809248,0.023121387283236993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
908,0.7110126582278481,0.729493670886076,83.6,76.9,2432.6202531645567,1.0186756186456378,0.03927492447129909,0.006042296072507553,0.00906344410876133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
909,0.6995,0.07025,76.9,83.1,2248.525,0.7030187141890321,0.06222222222222222,0.0,0.0044444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
910,0.3515384615384616,0.28846153846153844,80.9,78.0,2150.6153846153848,0.45474096924779717,0.030456852791878174,0.005076142131979695,0.005076142131979695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
911,0.8932075471698114,1.0731132075471699,81.6,82.4,2633.632075471698,1.3962061733616875,0.09929078014184398,0.008865248226950355,0.0035460992907801418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,0.682,0.6639999999999999,87.4,76.9,2429.0,0.9518508286491114,0.02197802197802198,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
914,0.8093333333333333,1.0353333333333334,76.1,75.3,2584.8,1.3141292004805143,0.03260869565217391,0.021739130434782608,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
915,1.117037037037037,0.4625925925925926,85.5,72.7,2681.4074074074074,1.2090341801760691,0.027624309392265192,0.022099447513812154,0.016574585635359115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
916,0.8722222222222222,1.0037037037037038,80.4,78.0,2678.3333333333335,1.3297340823513564,0.09523809523809523,0.031746031746031744,0.007936507936507936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,0.8541666666666666,1.0663333333333334,81.7,75.2,2763.983333333333,1.3662603969310616,0.05785123966942149,0.004132231404958678,0.01652892561983471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
919,1.068,1.045,79.3,76.0,2439.3,1.4942051398653398,0.10810810810810811,0.033783783783783786,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920,1.3155,0.205,82.5,75.7,2632.25,1.3313772004957873,0.12878787878787878,0.0,0.007575757575757576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
921,1.0146153846153845,0.8384615384615385,80.9,80.9,2594.4615384615386,1.316230272474203,0.16666666666666666,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
922,1.0956000000000001,0.8012,86.0,79.4,2382.8,1.3572990827374785,0.05813953488372093,0.023255813953488372,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,1.0469696969696969,1.1327272727272728,78.0,79.8,2935.151515151515,1.54247094648586,0.10471204188481675,0.03664921465968586,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
932,0.749,1.2463333333333333,79.0,80.0,2385.866666666667,1.4540797013155013,0.10344827586206896,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
933,0.7145918367346938,1.0951020408163266,79.8,80.0,2908.4489795918366,1.307627612482983,0.1348747591522158,0.005780346820809248,0.005780346820809248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
934,0.7263461538461539,0.6453846153846154,81.0,81.4,2325.153846153846,0.9716481034727792,0.037209302325581395,0.009302325581395349,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
936,1.0586363636363636,0.4890909090909091,85.0,82.4,2696.9545454545455,1.1661564508112088,0.05747126436781609,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
937,0.5833333333333334,1.1926666666666668,81.5,76.4,2247.6,1.3276790107384977,0.03553299492385787,0.015228426395939087,0.005076142131979695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
938,1.5851923076923076,1.074423076923077,77.0,74.2,2714.8653846153848,1.914998590232305,0.09649122807017543,0.021929824561403508,0.0043859649122807015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
941,0.7365384615384616,0.35217948717948716,87.8,80.6,2227.128205128205,0.8164063305214202,0.03125,0.013888888888888888,0.013888888888888888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
942,0.31842105263157894,0.17105263157894737,81.9,78.8,2002.3157894736842,0.3614567325823187,0.03488372093023256,0.011627906976744186,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
946,0.6977083333333334,0.9089583333333334,83.5,79.2,2565.0416666666665,1.1458630677960124,0.10561056105610561,0.0297029702970297,0.0033003300330033004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
952,0.7645454545454545,0.2663636363636364,84.9,81.9,2591.030303030303,0.809616785178627,0.12751677852348994,0.006711409395973154,0.006711409395973154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
954,0.468695652173913,1.5343478260869565,75.5,75.3,2219.6521739130435,1.604337516168122,0.11290322580645161,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
955,0.592,0.2945,82.6,78.3,2298.4,0.6612066620958987,0.02247191011235955,0.02247191011235955,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
957,0.9296610169491526,0.2838983050847458,77.6,76.9,2394.762711864407,0.9720431338499974,0.1411764705882353,0.03529411764705882,0.00784313725490196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
959,0.9202777777777779,0.8766666666666666,75.2,73.9,2143.777777777778,1.2710057563662132,0.14516129032258066,0.010752688172043012,0.010752688172043012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
960,0.4207594936708861,0.4868354430379747,83.7,80.5,2372.6708860759495,0.6434650729543614,0.06451612903225806,0.0032258064516129032,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
962,0.5411428571428571,0.3445714285714286,84.1,82.6,2503.714285714286,0.6415333671949494,0.059322033898305086,0.00847457627118644,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
963,1.0485714285714285,1.0852380952380951,80.1,67.0,2337.714285714286,1.5090539301735824,0.25316455696202533,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
965,1.1880555555555556,1.1236111111111111,78.1,68.5,2462.527777777778,1.635230238253551,0.20535714285714285,0.008928571428571428,0.017857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
976,0.20550000000000002,0.1305,85.3,88.7,2205.7,0.24343479619807848,0.2169811320754717,0.02830188679245283,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
978,0.17283582089552238,1.0049253731343284,80.4,88.6,2323.1641791044776,1.019679962808821,0.02553191489361702,0.00851063829787234,0.00851063829787234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
979,0.14441295546558705,0.8355870445344129,83.2,87.9,2467.1700404858298,0.8479745342285112,0.08373786407766991,0.023058252427184466,0.013349514563106795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
980,0.1361290322580645,0.7638709677419355,83.5,90.5,2639.451612903226,0.7759059020155205,0.01282051282051282,0.02564102564102564,0.01282051282051282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
982,0.31170454545454546,0.48011363636363635,83.7,90.3,2320.0,0.5724236433615744,0.06788511749347259,0.028720626631853787,0.0026109660574412533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
983,0.4356666666666667,0.8966666666666666,82.1,89.8,2539.366666666667,0.9969034835707795,0.04950495049504951,0.039603960396039604,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
984,0.246231884057971,0.6043478260869566,81.3,86.7,2249.782608695652,0.6525844279652775,0.0,0.014634146341463415,0.00975609756097561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
985,0.4281538461538461,0.13184615384615386,81.3,86.9,2595.2153846153847,0.44799455829323975,0.029801324503311258,0.016556291390728478,0.006622516556291391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
986,0.05147540983606558,0.8118032786885246,79.3,87.2,2135.6065573770493,0.8134336365722955,0.022727272727272728,0.022727272727272728,0.005681818181818182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
988,0.36264150943396223,0.3811320754716981,84.2,86.1,2041.3207547169811,0.5260898433898022,0.04871060171919771,0.02005730659025788,0.014326647564469915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
989,0.12346153846153846,0.6976923076923077,81.2,89.5,2195.4615384615386,0.7085317972344698,0.032432432432432434,0.016216216216216217,0.010810810810810811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
990,0.02,0.492258064516129,80.1,85.8,1887.032258064516,0.4926641879426243,0.02,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
991,0.3108571428571429,0.3578571428571429,80.9,86.8,2259.2714285714287,0.4740188793278003,0.06439393939393939,0.022727272727272728,0.007575757575757576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
992,0.3288461538461539,0.5153846153846154,82.7,92.5,2635.5,0.6113600368641675,0.03875968992248062,0.05426356589147287,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
994,0.17301724137931035,0.7093103448275863,81.2,85.7,2284.75,0.730106931273725,0.07142857142857142,0.02,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
995,0.12133333333333333,1.0663333333333334,83.8,89.7,2279.3,1.0732141238147939,0.017857142857142856,0.008928571428571428,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
996,0.46615384615384614,0.7492307692307693,84.8,92.7,2679.423076923077,0.8824092893018262,0.030303030303030304,0.025974025974025976,0.004329004329004329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
997,0.25394849785407725,0.41798283261802577,83.6,85.5,2128.1502145922746,0.489080246918367,0.0625,0.02638888888888889,0.006944444444444444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,0.010434782608695655,0.5408695652173913,88.7,90.4,2222.608695652174,0.5409702129198433,0.012048192771084338,0.03614457831325301,0.012048192771084338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1002,0.11528735632183908,0.5432183908045977,81.0,87.9,2161.5862068965516,0.5553173818961687,0.041791044776119404,0.029850746268656716,0.005970149253731343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1003,0.11357142857142856,0.6224999999999999,78.6,85.7,2233.6785714285716,0.6327754099107795,0.021505376344086023,0.0,0.021505376344086023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1004,0.644891304347826,0.4146739130434782,81.8,86.5,2379.3260869565215,0.7667067552736382,0.0425531914893617,0.028368794326241134,0.002364066193853428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1005,0.07548387096774194,0.5951612903225806,83.3,89.1,2619.5403225806454,0.5999289760252573,0.04592901878914405,0.033402922755741124,0.006263048016701462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006,0.2332941176470588,1.197764705882353,80.8,91.5,2376.0235294117647,1.2202730989357093,0.08270676691729323,0.011278195488721804,0.0037593984962406013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007,0.3432352941176471,0.8329411764705883,84.2,87.6,2380.1470588235293,0.9008892665517974,0.0425531914893617,0.010638297872340425,0.010638297872340425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008,0.10709219858156029,0.6060992907801418,83.6,90.3,2150.6382978723404,0.6154876841019836,0.10695187165775401,0.017825311942959002,0.0071301247771836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012,0.32529411764705884,0.7111764705882353,83.7,89.0,2676.529411764706,0.7820410700814362,0.03333333333333333,0.03333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013,0.07675675675675675,0.9440540540540541,82.5,87.7,2311.9189189189187,0.9471692861805173,0.03937007874015748,0.03937007874015748,0.007874015748031496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014,0.42428571428571427,0.4411428571428571,84.0,89.8,2703.057142857143,0.6120664896521472,0.07232704402515723,0.02830188679245283,0.009433962264150943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015,0.01769230769230769,0.42,78.4,86.0,2073.153846153846,0.42037247501647784,0.0,0.00909090909090909,0.01818181818181818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016,0.2083783783783784,0.3316216216216216,83.9,86.1,2536.7567567567567,0.3916560334050232,0.04,0.024,0.024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018,0.2286206896551724,0.47758620689655173,80.9,88.6,2569.862068965517,0.529486548229738,0.09285714285714286,0.007142857142857143,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1019,0.14119834710743803,0.7426446280991735,84.7,92.8,2394.8264462809916,0.7559484220966615,0.03692762186115214,0.014771048744460856,0.007385524372230428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1020,0.40956521739130436,0.6965217391304348,84.5,85.2,2468.608695652174,0.8080137377409321,0.014184397163120567,0.0070921985815602835,0.0070921985815602835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021,0.30258064516129035,0.26225806451612904,82.8,88.3,2095.451612903226,0.400417705939646,0.048,0.016,0.008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1022,0.24395348837209302,0.5269767441860466,87.3,84.8,2092.8372093023254,0.5807045663690263,0.024390243902439025,0.016260162601626018,0.008130081300813009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1025,0.1293548387096774,0.06774193548387097,83.2,88.1,2646.951612903226,0.1460193279011638,0.1696113074204947,0.014134275618374558,0.0035335689045936395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1026,0.33515151515151514,0.6084848484848484,86.4,88.1,2476.212121212121,0.6946800335003053,0.031007751937984496,0.023255813953488372,0.023255813953488372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1028,0.11315151515151516,0.8333939393939394,81.9,89.1,2183.418181818182,0.8410402627696445,0.034108527131782945,0.05271317829457364,0.0031007751937984496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1029,0.12160194174757281,0.9349514563106796,81.9,87.1,2337.3058252427186,0.9428262076831767,0.10815602836879433,0.01773049645390071,0.010638297872340425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1033,0.6028571428571429,0.4957142857142857,80.8,88.5,2598.4025974025976,0.7804930414520697,0.046218487394957986,0.02100840336134454,0.012605042016806723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1035,0.07125000000000001,0.6723125,85.5,87.7,2052.8125,0.6760774069263444,0.06923076923076923,0.028846153846153848,0.007692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1036,0.4233112582781457,0.6682119205298014,82.4,83.7,2364.245033112583,0.791011752202932,0.05664488017429194,0.017429193899782137,0.002178649237472767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1037,0.296953642384106,0.8365562913907284,81.4,91.9,2530.5033112582782,0.8876980874095634,0.04259259259259259,0.027777777777777776,0.005555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1038,0.24135135135135136,0.9532432432432432,86.3,90.2,2474.5675675675675,0.9833225084315015,0.025477707006369428,0.044585987261146494,0.012738853503184714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1039,0.1898,1.2318,86.4,87.0,2384.5,1.2463367442228446,0.04285714285714286,0.02142857142857143,0.014285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1040,0.20982142857142858,0.4166071428571429,79.9,86.1,2309.7321428571427,0.46646172765549265,0.07692307692307693,0.016483516483516484,0.01098901098901099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
